article_id,ticker,published_at,date,source_name,author,title,description,content,content_truncated,url,sentiment_score,sentiment_label,Open,High,Low,Close,Volume,Return_1D,MA_5,MA_21,MA_126,MA_252,Volatility_21
255,AVGO,2026-03-27T15:03:00Z,2026-03-27,Yahoo Entertainment,Unknown,Broadcom just made the AI debate harder to ignore,,"If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us",True,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_4b7b9383-e716-4eac-a887-385e8d39173a,0.5423,positive,307.0599975585937,307.5,298.8699951171875,300.67999267578125,23593900,-0.0282464623252121,313.94200439453124,322.4917370024182,343.0176435198103,300.08622269403367,0.0242771193915453
256,AVGO,2026-03-27T15:30:51Z,2026-03-27,SiliconANGLE News,Robert Hof,"AI agents are about to overtake cybersecurity — for better, or worse?","Artificial intelligence has been a prime concern for cybersecurity for years, but it took on a new urgency at this week’s RSAC conference in San Francisco. AI agents in particular were the chief concern on everyone’s lips, and no wonder: You’ve got these thin…","Artificial intelligence has been a prime concern for cybersecurity for years, but it took on a new urgency at this week’s RSAC conference in San Francisco.
AI agents in particular were the chief con",True,https://siliconangle.com/2026/03/27/ai-agents-overtake-cybersecurity-better-worse/,0.2617,positive,307.0599975585937,307.5,298.8699951171875,300.67999267578125,23593900,-0.0282464623252121,313.94200439453124,322.4917370024182,343.0176435198103,300.08622269403367,0.0242771193915453
257,AVGO,2026-03-27T16:19:29Z,2026-03-27,Slickdeals.net,suihuamo,Woot - Keychron K8 Tenkeyless Wireless Mechanical Keyboard - $43.99,"Woot has Keychron K8 Tenkeyless Wireless Mechanical Keyboard for Windows or Mac, RGB Backlight, Bluetooth, Multitasking, with Gateron G Pro for $43.99, FS for Prime.

https://computers.woot.com/offers","Woot has Keychron K8 Tenkeyless Wireless Mechanical Keyboard for Windows or Mac, RGB Backlight, Bluetooth, Multitasking, with Gateron G Pro for $43.99, FS for Prime.https://computers.woot.
com/offer",True,https://slickdeals.net/f/19354203-woot-keychron-k8-tenkeyless-wireless-mechanical-keyboard-43-99,0.4215,positive,307.0599975585937,307.5,298.8699951171875,300.67999267578125,23593900,-0.0282464623252121,313.94200439453124,322.4917370024182,343.0176435198103,300.08622269403367,0.0242771193915453
258,AVGO,2026-03-27T17:42:20Z,2026-03-27,Yahoo Entertainment,Unknown,Broadcom Stock Price Prediction: Where Will AVGO Be in 3 Years?,,"If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us",True,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_4c3b1fd0-4284-4449-8b41-356c4245e27d,0.5423,positive,307.0599975585937,307.5,298.8699951171875,300.67999267578125,23593900,-0.0282464623252121,313.94200439453124,322.4917370024182,343.0176435198103,300.08622269403367,0.0242771193915453
259,AVGO,2026-03-27T18:56:30Z,2026-03-27,Pypi.org,circuitpython@adafruit.com,adafruit-circuitpython-apds9999 1.1.1,CircuitPython driver for Broadcom APDS-9999 Light + RGB + Proximity,"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe",True,https://pypi.org/project/adafruit-circuitpython-apds9999/1.1.1/,0.3182,positive,307.0599975585937,307.5,298.8699951171875,300.67999267578125,23593900,-0.0282464623252121,313.94200439453124,322.4917370024182,343.0176435198103,300.08622269403367,0.0242771193915453
260,AVGO,2026-03-27T20:47:46Z,2026-03-27,Gadget Flow,Grigor Baklajyan,rabbit project cyberdeck preview: Why I think design and display will make or break it,"When rabbit rolled out the R1 AI assistant device, I still recall the wave of roasting. Marques Brownlee even called it “barely reviewable,” and that’s the kind of reaction the company will want to dodge with project cyberdeck. Vibe coding..
The post rabbit p…","When rabbit rolled out the R1 AI assistant device, I still recall the wave of roasting. Marques Brownlee even called it “barely reviewable,” and that’s the kind of reaction the company will want to d",True,https://thegadgetflow.com/blog/rabbit-project-cyberdeck-preview/,0.0772,positive,307.0599975585937,307.5,298.8699951171875,300.67999267578125,23593900,-0.0282464623252121,313.94200439453124,322.4917370024182,343.0176435198103,300.08622269403367,0.0242771193915453
261,AVGO,2026-03-27T21:35:00Z,2026-03-27,TechRadar,Efosa Udinmwen,"'The next evolution of the Arm compute platform': AGI CPU is Arm's first in-house AI chip, Meta and OpenAI sign up as early clients — and it might have picked the perfect time to launch","Arm introduces its first in-house AGI CPU, offering high-density performance and gaining early backing from major companies, including Meta and OpenAI.",<ul><li>Arm enters silicon production with a CPU designed for large-scale AI workloads</li><li>New AGI CPU doubles rack performance compared with traditional x86 systems</li><li>Meta and OpenAI adopt,True,https://www.techradar.com/pro/the-next-evolution-of-the-arm-compute-platform-agi-cpu-is-its-first-in-house-ai-chip-signs-up-meta-and-openai-as-early-clients,0.0,neutral,307.0599975585937,307.5,298.8699951171875,300.67999267578125,23593900,-0.0282464623252121,313.94200439453124,322.4917370024182,343.0176435198103,300.08622269403367,0.0242771193915453
262,AVGO,2026-03-30T08:19:00Z,2026-03-30,GlobeNewswire,Research and Markets,"Data Center Chips Market Analysis, Trends and Growth Outlook by Region, 2026-2034","Dublin, March 30, 2026 (GLOBE NEWSWIRE) -- The ""Data Center Chip Market Report by Chip Type, Data Center Size, Industry Vertical, and Region 2026-2034"" has been added to ResearchAndMarkets.com's offering.","Dublin, March 30, 2026 (GLOBE NEWSWIRE) -- The ""Data Center Chip Market Report by Chip Type, Data Center Size, Industry Vertical, and Region 2026-2034"" has been added to ResearchAndMarkets.com's offe",True,https://www.globenewswire.com/news-release/2026/03/30/3264345/28124/en/Data-Center-Chips-Market-Analysis-Trends-and-Growth-Outlook-by-Region-2026-2034.html,0.0,neutral,300.8699951171875,304.7699890136719,289.9599914550781,293.4100036621094,28054500,-0.0241784927190383,308.12200317382815,321.27882893880206,342.70191180516804,300.5735335577102,0.024712072336857
263,AVGO,2026-03-30T08:21:00Z,2026-03-30,GlobeNewswire,Research and Markets,High Frequency Trading (HFT) Server Market Trends and Industry Outlook Report 2026-2030: A $3.7+ Billion Opportunity,"Opportunities in the HFT server market include AI-driven strategy adoption, 5G-enabled ultra-low latency demands, growth in global financial infrastructure, and advances in FPGA and GPU acceleration Opportunities in the HFT server market include AI-driven str…","Dublin, March 30, 2026 (GLOBE NEWSWIRE) -- The ""High Frequency Trading (HFT) Server Market Report 2026"" has been added to ResearchAndMarkets.com's offering.
The high-frequency trading (HFT) server m",True,https://www.globenewswire.com/news-release/2026/03/30/3264348/28124/en/High-Frequency-Trading-HFT-Server-Market-Trends-and-Industry-Outlook-Report-2026-2030-A-3-7-Billion-Opportunity.html,0.0,neutral,300.8699951171875,304.7699890136719,289.9599914550781,293.4100036621094,28054500,-0.0241784927190383,308.12200317382815,321.27882893880206,342.70191180516804,300.5735335577102,0.024712072336857
264,AVGO,2026-03-30T09:25:00Z,2026-03-30,Yahoo Entertainment,Unknown,Better AI Growth Buy: Broadcom vs Oracle,,"If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us",True,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_0b53d1dc-4b9c-414b-a48e-f52a019ee0ec,0.5423,positive,300.8699951171875,304.7699890136719,289.9599914550781,293.4100036621094,28054500,-0.0241784927190383,308.12200317382815,321.27882893880206,342.70191180516804,300.5735335577102,0.024712072336857
265,AVGO,2026-03-30T11:15:16Z,2026-03-30,IPWatchdog.com,Bruce Berman,"Ninety-Eight Percent of Apple, Nvidia, Costco, Lilly and MasterCard Market Value are IP-Related Intangible Assets","The strength of many of today’s most valuable companies is based significantly on intangible assets, like trademarks, patents, trade secrets and brand reputation. Hard-assets or ""tangibles,"" like real estate and equipment, are a relative blip on many large bu…","The growth of intangible assets as a component of company market value is up 35% since 1995, and almost five-fold since 1975.
The strength of many of todays most valuable companies is based signific",True,https://ipwatchdog.com/2026/03/30/ninety-eight-percent-of-apple-nvidia-costco-lilly-and-mastercard-market-value-are-ip-related-intangible-assets/,0.9061,positive,300.8699951171875,304.7699890136719,289.9599914550781,293.4100036621094,28054500,-0.0241784927190383,308.12200317382815,321.27882893880206,342.70191180516804,300.5735335577102,0.024712072336857
266,AVGO,2026-03-30T13:05:00Z,2026-03-30,Yahoo Entertainment,Unknown,Marvell vs. Broadcom: Which Custom Artificial Intelligence (AI) Chip Stock Has More Upside in 2026?,,"If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us",True,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_f10d31e9-81f5-4615-a348-ba341f6c28f4,0.5423,positive,300.8699951171875,304.7699890136719,289.9599914550781,293.4100036621094,28054500,-0.0241784927190383,308.12200317382815,321.27882893880206,342.70191180516804,300.5735335577102,0.024712072336857
267,AVGO,2026-03-30T15:20:55Z,2026-03-30,Barchart.com,Rich Asplund,Markets Turn Negative as Crude Oil Prices Surge,"The S&P 500 Index ($SPX ) (SPY ) today is down -0.75%, the Dow Jones Industrial Average ($DOWI ) (DIA ) is down -0.21%, and the Nasdaq 100 Index ($IUXX...","The S&amp;P 500 Index ($SPX) (SPY) today is down -0.75%, the Dow Jones Industrial Average ($DOWI) (DIA) is down -0.21%, and the Nasdaq 100 Index ($IUXX) (QQQ) is down -1.18%.
Stock indexes turned lo",True,https://www.barchart.com/story/news/1043414/stocks-supported-by-lower-bond-yields,0.0,neutral,300.8699951171875,304.7699890136719,289.9599914550781,293.4100036621094,28054500,-0.0241784927190383,308.12200317382815,321.27882893880206,342.70191180516804,300.5735335577102,0.024712072336857
268,AVGO,2026-03-30T17:24:12Z,2026-03-30,The Irish Times,Colin Gleeson,Oil prices rise again as global markets advance in choppy trade,Euronext Dublin deepened recent losses as it slid 0.4% with budget airline Ryanair the standout under-performer,"Benchmark oil prices extended gains on Monday, as Wall Street indexes and European shares advanced in choppy trade.
Dublin
Euronext Dublin deepened recent losses as it slid 0.4 per cent with budget",True,https://www.irishtimes.com/business/2026/03/30/oil-prices-rise-again-as-global-markets-advance-in-choppy-trade/,0.4404,positive,300.8699951171875,304.7699890136719,289.9599914550781,293.4100036621094,28054500,-0.0241784927190383,308.12200317382815,321.27882893880206,342.70191180516804,300.5735335577102,0.024712072336857
269,AVGO,2026-03-30T21:40:28Z,2026-03-30,Pypi.org,Unknown,blue-tap added to PyPI,Bluetooth/BLE Penetration Testing Toolkit for Automotive IVI Systems,"Bluetooth/BLE Penetration Testing Toolkit for Automotive IVI Systemsby Santhosh Ballikonda · Python 3.10+ · Linux · GPLv3
Table of Contents
Purpose
Blue-Tap is a comprehensive Bluetooth and BLE pe",True,https://pypi.org/project/blue-tap/,0.25,positive,300.8699951171875,304.7699890136719,289.9599914550781,293.4100036621094,28054500,-0.0241784927190383,308.12200317382815,321.27882893880206,342.70191180516804,300.5735335577102,0.024712072336857
270,AVGO,2026-03-31T04:03:00Z,2026-03-31,Digitimes,Charlene Chen,"MediaTek and Airoha deepen telecom open-source platform to challenge Broadcom, Qualcomm in edge AI","Airoha announced on March 30, 2026, that it has expanded the adoption of open-source systems in networking communications, becoming the world's first fiber broadband chip platform vendor to integrate three major open-source systems—OpenWrt, RDK-B, and prplOS—…","Airoha announced on March 30, 2026, that it has expanded the adoption of open-source systems in networking communications, becoming the world's first fiber broadband chip platform vendor to integrate",True,https://www.digitimes.com/news/a20260331PD219/airoha-mediatek-broadcom-edge-ai-telecom.html,0.0,neutral,299.3900146484375,310.3099975585937,296.3399963378906,309.510009765625,29289500,0.0548720422022706,306.3660034179687,320.8672761462984,342.5663665287078,301.13603071182496,0.0278237315638672
271,AVGO,2026-03-31T12:11:00Z,2026-03-31,GlobeNewswire,Research and Markets,Neural Network Software Market Trends and Strategies 2026-2030 & 2035,"The market presents opportunities in digital transformation, deep learning, real-time analytics, and AI-driven optimization The market presents opportunities in digital transformation, deep learning, real-time analytics, and AI-driven optimization","Dublin, March 31, 2026 (GLOBE NEWSWIRE) -- The ""Neural Network Software Market Report 2026"" has been added to ResearchAndMarkets.com's offering.
The neural network software market is witnessing robu",True,https://www.globenewswire.com/news-release/2026/03/31/3265484/28124/en/Neural-Network-Software-Market-Trends-and-Strategies-2026-2030-2035.html,0.0,neutral,299.3900146484375,310.3099975585937,296.3399963378906,309.510009765625,29289500,0.0548720422022706,306.3660034179687,320.8672761462984,342.5663665287078,301.13603071182496,0.0278237315638672
272,AVGO,2026-03-31T14:50:45Z,2026-03-31,Storagereview.com,Dylan Dougherty,Dell PowerEdge R4715 Review: 1U AMD EPYC Built for the Midmarket,"Dell’s 17th Generation PowerEdge family is already well-established, and with the R4715 and R5715, the lineup now targets the SMB and midmarket segments more intentionally than before. Both servers are single-socket platforms built on the same 5th Generation …","Dell’s 17th Generation PowerEdge family is already well-established, and with the R4715 and R5715, the lineup now targets the SMB and midmarket segments more intentionally than before. Both servers a",True,https://www.storagereview.com/review/dell-poweredge-r4715-review-1u-amd-epyc-built-for-the-midmarket,0.0,neutral,299.3900146484375,310.3099975585937,296.3399963378906,309.510009765625,29289500,0.0548720422022706,306.3660034179687,320.8672761462984,342.5663665287078,301.13603071182496,0.0278237315638672
273,AVGO,2026-03-31T15:01:00Z,2026-03-31,GlobeNewswire,Research and Markets,The Global Photonics Packaging Market 2026-2036 | AI Drives Radical Transformation in Photonics Packaging: Co-Packaged Optics Lead the Way,"Dublin, March  31, 2026  (GLOBE NEWSWIRE) -- The ""The Global Photonics Packaging Market 2026-2036"" has been added to  ResearchAndMarkets.com's offering.   ...","Dublin, March 31, 2026 (GLOBE NEWSWIRE) -- The ""The Global Photonics Packaging Market 2026-2036"" has been added to ResearchAndMarkets.com's offering.
Photonics packaging is undergoing a significant",True,https://www.globenewswire.com/news-release/2026/03/31/3265758/28124/en/The-Global-Photonics-Packaging-Market-2026-2036-AI-Drives-Radical-Transformation-in-Photonics-Packaging-Co-Packaged-Optics-Lead-the-Way.html,0.2023,positive,299.3900146484375,310.3099975585937,296.3399963378906,309.510009765625,29289500,0.0548720422022706,306.3660034179687,320.8672761462984,342.5663665287078,301.13603071182496,0.0278237315638672
274,AVGO,2026-03-31T15:20:15Z,2026-03-31,MarketBeat,MarketBeat,Raspberry Pi H2 Earnings Call Highlights,"Raspberry Pi (LON:RPI) management said fiscal 2025 was a “standout year,” pointing to rising unit shipments, stronger demand trends into early 2026, and a...","Raspberry Pi logo
<ul><li>Fiscal 2025 was a standout year: board/module shipments rose about 9% to ~7.67.8 million, adjusted EBITDA grew ~25% to $46.4 million and adjusted EPS rose 35% to $0.145, he",True,https://www.marketbeat.com/instant-alerts/raspberry-pi-h2-earnings-call-highlights-2026-03-31/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,0.0,neutral,299.3900146484375,310.3099975585937,296.3399963378906,309.510009765625,29289500,0.0548720422022706,306.3660034179687,320.8672761462984,342.5663665287078,301.13603071182496,0.0278237315638672
275,AVGO,2026-03-31T16:15:16Z,2026-03-31,Theregister.com,Liam Proven,Leaked memo suggests Red Hat's chugging the AI Kool-Aid,"Sounds like an excellent time to start honing your Debian skills
Exclusive An internal memo dispatched by senior execs at Red Hat suggests the software biz is starting to push AI tooling within its Global Engineering department. RHEL may be about to get some …",Exclusive An internal memo dispatched by senior execs at Red Hat suggests the software biz is starting to push AI tooling within its Global Engineering department. RHEL may be about to get some Windo,True,https://www.theregister.com/2026/03/31/red_hat_ai_dev/,0.128,positive,299.3900146484375,310.3099975585937,296.3399963378906,309.510009765625,29289500,0.0548720422022706,306.3660034179687,320.8672761462984,342.5663665287078,301.13603071182496,0.0278237315638672
276,AVGO,2026-03-31T17:14:32Z,2026-03-31,Tom's Hardware UK,Luke James,Nvidia invests $2 billion in Marvell to deepen NVLink Fusion partnership — signs deal with one of its biggest competitors,Nvidia announced today that it has invested $2 billion in Marvell Technology and entered a partnership connecting Marvell to Nvidia's AI factory and AI-RAN ecosystem through NVLink Fusion.,"Nvidia announced today that it has invested $2 billion in Marvell Technology and entered a partnership connecting Marvell to Nvidia's AI factory and AI-RAN ecosystem through NVLink Fusion, the tech t",True,https://www.tomshardware.com/tech-industry/nvidia-invests-2-billion-in-marvell-to-deepen-nvlink-fusion-partnership,0.0,neutral,299.3900146484375,310.3099975585937,296.3399963378906,309.510009765625,29289500,0.0548720422022706,306.3660034179687,320.8672761462984,342.5663665287078,301.13603071182496,0.0278237315638672
277,AVGO,2026-03-31T21:02:07Z,2026-03-31,Openai.com,Unknown,OpenAI raises $122B to accelerate the next phase of AI,"OpenAI raises $122 billion in new funding to expand frontier AI globally, invest in next-generation compute, and meet growing demand for ChatGPT, Codex, and enterprise AI.","Today, we closed our latest funding round with $122 billion in committed capital at a post money valuation of $852 billion.
OpenAI is becoming the core infrastructure for AI, making it possible for",True,https://openai.com/index/accelerating-the-next-phase-ai/,0.2732,positive,299.3900146484375,310.3099975585937,296.3399963378906,309.510009765625,29289500,0.0548720422022706,306.3660034179687,320.8672761462984,342.5663665287078,301.13603071182496,0.0278237315638672
278,AVGO,2026-03-31T22:36:56Z,2026-03-31,Yahoo Entertainment,Ashar Jawad,Analysts See 61% Upside to Broadcom Inc. (AVGO),"Broadcom Inc. (NASDAQ:AVGO) is among the 8 Stocks Owned by President Donald Trump in his Stock Portfolio. As of the close of business on March 30, it sports ...","Broadcom Inc. (NASDAQ:AVGO) is among the 8 Stocks Owned by President Donald Trump in his Stock Portfolio. As of the close of business on March 30, it sports a Strong Buy rating with an average share",True,https://finance.yahoo.com/markets/stocks/articles/analysts-see-61-upside-broadcom-223656556.html,0.6705,positive,299.3900146484375,310.3099975585937,296.3399963378906,309.510009765625,29289500,0.0548720422022706,306.3660034179687,320.8672761462984,342.5663665287078,301.13603071182496,0.0278237315638672
279,BRK-B,2026-03-23T07:20:51Z,2026-03-23,CNA,Unknown,"Tokio Marine to form partnership with Berkshire Hathaway, initially sell 2.49% stake","TOKYO, March 23 : Tokio Marine Holdings Inc said on Monday it would form a strategic partnership with Warren Buffett's Berkshire Hathaway by initially selling a 2.49 per cent stake through a third-party allotment of treasury shares.Berkshire Hathaway in 2019 …","TOKYO, March 23 : Tokio Marine Holdings Inc said on Monday it would form a strategic partnership with Warren Buffett's Berkshire Hathaway by initially selling a 2.49 per cent stake through a third-pa",True,https://www.channelnewsasia.com/business/tokio-marine-form-partnership-berkshire-hathaway-initially-sell-249-stake-6011011,0.0,neutral,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
280,BRK-B,2026-03-23T09:09:10Z,2026-03-23,Financial Post,Business Wire,Berkshire Hathaway Specialty Insurance Launches Executive First D&O Liability Insurance Policies in Switzerland,BOSTON & ZURICH — Berkshire Hathaway Specialty Insurance (BHSI) today announced the introduction of two new Executive First D&O Liability Insurance policies in Switzerland: one tailored for commercial and industrial organizations and another for financial ins…,BOSTON &amp; ZURICH Berkshire Hathaway Specialty Insurance (BHSI) today announced the introduction of two new Executive First D&amp;O Liability Insurance policies in Switzerland: one tailored for com,True,https://financialpost.com/pmn/business-wire-news-releases-pmn/berkshire-hathaway-specialty-insurance-launches-executive-first-do-liability-insurance-policies-in-switzerland,-0.2023,negative,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
281,BRK-B,2026-03-23T09:18:04Z,2026-03-23,Insurance Journal,"Lisa Du, Nao Sano","Tokio Marine to Form Partnership With Berkshire Hathaway, Initially Selling 2.49% Stake",Tokio Marine Holdings Inc. said on Monday it would form a strategic partnership with Warren Buffett’s Berkshire Hathaway by initially selling a 2.49% stake through a third-party allotment of treasury shares. Berkshire Hathaway in 2019 kicked off a number of …,"Berkshire Hathaway Inc. will invest 287.4 billion yen ($1.8 billion) in insurer Tokio Marine Holdings Inc., ramping up the US conglomerate’s exposure to the Japanese market.National Indemnity Company",True,https://www.insurancejournal.com/news/international/2026/03/23/862897.htm,0.0,neutral,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
282,BRK-B,2026-03-23T09:31:00Z,2026-03-23,GlobeNewswire,SNS Insider pvt ltd,"Green Building Materials Market Anticipated to Touch USD 1,277.52 Billion by 2035 | SNS Insider","The Green Building Materials Market is expanding as demand rises for low-carbon, energy-efficient construction solutions, with the U.S. segment growing from USD 163.85 billion in 2025 to USD 503.58 billion by 2035 amid strong ESG and regulatory adoption. The …","Austin, March 23, 2026 (GLOBE NEWSWIRE) -- The Green Building Materials Market size was estimated at USD 415.39 billion in 2025 and is expected to reach USD 1,277.52 billion by 2035, growing at a CAG",True,https://www.globenewswire.com/news-release/2026/03/23/3260172/0/en/Green-Building-Materials-Market-Anticipated-to-Touch-USD-1-277-52-Billion-by-2035-SNS-Insider.html,0.2023,positive,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
283,BRK-B,2026-03-23T10:12:27Z,2026-03-23,The Times of India,Reuters,Berkshire Hathaway eyes $1.8 billion stake in Tokio Marine,Tokio Marine Holdings Inc said on Monday it would form a strategic partnership with Warren Buffett's Berkshire Hathaway by initially selling a 2.49% stake through a third-party allotment of treasury shares.,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new",True,https://economictimes.indiatimes.com/markets/us-stocks/news/berkshire-hathaway-eyes-1-8-billion-stake-in-tokio-marine/articleshow/129749006.cms,0.5994,positive,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
284,BRK-B,2026-03-23T11:13:45Z,2026-03-23,The Times of India,Sneha Kulkarni,Wealth quote of the day: Do not save what is left after spending; instead ….. by Warren Buffett,"Warren Buffett emphasizes the importance of saving first, then spending, as a crucial habit for long-term financial success. Developing this habit early is key to a brighter financial future.","A lot of people struggle to save money, even if they have a decent salary. Warren Buffet has pointed out how important it is to make saving a part of your life as a good habit for long-term success.",True,https://economictimes.indiatimes.com/wealth/invest/wealth-quote-of-the-day-do-not-save-what-is-left-after-spending-instead-by-warren-buffett/articleshow/129750564.cms,0.8519,positive,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
285,BRK-B,2026-03-23T12:50:37Z,2026-03-23,Ibtimes.com.au,Mike Clair,"Warren Buffett: Berkshire Hathaway Resumes Buybacks, Partners with Tokio Marine, and Sits on Record $373B Cash","OMAHA, Neb. — Warren Buffett, the legendary investor who stepped down as CEO of Berkshire Hathaway Inc. at the end of 2025, remains a central figure in financial news as his successor navigates the conglomerate's transition.","OMAHA, Neb. — Warren Buffett, the legendary investor who stepped down as CEO of Berkshire Hathaway Inc. at the end of 2025, remains a central figure in financial news as his successor navigates the c",True,https://www.ibtimes.com.au/warren-buffett-berkshire-hathaway-resumes-buybacks-partners-tokio-marine-sits-record-373b-1864155,0.2263,positive,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
286,BRK-B,2026-03-23T15:13:50Z,2026-03-23,Al Jazeera English,Sarah Shamim,"Energy, water, bonds: What are Iran’s targets if Trump hits power plants?",Donald Trump's Strait of Hormuz deadline for Iran raises concerns about attacks on energy in the Middle East.,"United States President Donald Trump has ordered the Department of Defense, which the Trump administration calls the Department of War, to pause attacks on Irans power infrastructure for five days, h",True,https://www.aljazeera.com/news/2026/3/23/energy-water-bonds-what-are-irans-targets-if-trump-hits-power-plants,-0.5423,negative,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
287,BRK-B,2026-03-23T15:50:00Z,2026-03-23,Yahoo Entertainment,Unknown,Berkshire Hathaway Is Buying Back Its Own Stock for the First Time Since 2024. Here's What It Signals.,,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us",True,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_f5f0c2a4-52f0-4d78-9d2a-28931126a49d,0.5423,positive,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
288,BRK-B,2026-03-23T15:50:44Z,2026-03-23,Fortune,Sydney Lake,Meet the billionaires bankrolling March Madness Sweet 16 schools—from the Dallas Cowboys owner to Carlyle Group’s founder,"Billionaires like Carlyle Group's David Rubenstein, Dallas Cowboys owner Jerry Jones, and Houston Rockets owner Tilman Fertitta have poured tens of millions into the college basketball programs competing in the 2026 March Madness Sweet 16.",Behind the nations greatest college basketball teams is a steady flow of donations from billionaires with varying industry backgrounds and connections to the schools. Among them are the cofounder of,True,https://fortune.com/2026/03/23/billionaires-bankrolling-march-madness-sweet-16-2026/,0.6369,positive,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
289,BRK-B,2026-03-23T17:29:09Z,2026-03-23,Fortune,Jacqueline Munis,Kalshi takes a page from Warren Buffett’s March Madness playbook by offering $1 billion for a perfect bracket,"For less-than-perfect brackets, Kalshi is promising $1 million to the user who correctly guesses the most winners.","Prediction market Kalshi loves a publicity stunt. In February, the company handed out free groceries to hundreds of New Yorkers. Now, its taking a page from Warren Buffetts playbook and offering a $1",True,https://fortune.com/2026/03/23/kalshi-march-madness-contest-warren-buffett-1-billion-prize-perfect-bracket/,0.7906,positive,483.5,485.9800109863281,479.0,479.9800109863281,4958000,-0.0019960732112215,483.89000244140624,491.29000418526783,495.3621431380984,496.5221820407444,0.0142116660296012
290,BRK-B,2026-03-24T06:15:00Z,2026-03-24,Motley Fool Australia,James Mickleboro,"Where to invest $50,000 in ASX ETFs for the next 10 years","Let's see why these funds could be worth holding tight to for the long term.
The post Where to invest $50,000 in ASX ETFs for the next 10 years appeared first on The Motley Fool Australia.","If you have $50,000 to invest, taking a long-term buy and hold approach can be a smart way to build wealth.
Rather than trying to time the market, focusing on quality investments and holding them ov",True,https://www.fool.com.au/2026/03/24/where-to-invest-50000-in-asx-etfs-for-the-next-10-years/,0.7096,positive,478.0,483.5,477.5499877929688,479.3299865722656,3434400,-0.0013542739263803,481.2400024414063,490.58714657738096,495.2480161152189,496.3532138400608,0.0141315955606356
291,BRK-B,2026-03-24T07:09:33Z,2026-03-24,Financial Post,Bloomberg News,Japan Stocks Rebound as Trump Delays Iran Strikes; Insurers Gain,"Japanese shares rose after Donald Trump’s postponement of attacks on Iranian energy infrastructure eased some concerns about the conflict, lifting risk appetite.","(Bloomberg) Japanese shares rose after Donald Trumps postponement of attacks on Iranian energy infrastructure eased some concerns about the conflict, lifting risk appetite.
THIS CONTENT IS RESERVED",True,https://financialpost.com/pmn/business-pmn/japan-stocks-rebound-as-trump-delays-iran-strikes-insurers-gain,-0.2023,negative,478.0,483.5,477.5499877929688,479.3299865722656,3434400,-0.0013542739263803,481.2400024414063,490.58714657738096,495.2480161152189,496.3532138400608,0.0141315955606356
