ticker,published_at,source_name,author,title,description,content,url
META,2026-03-31T13:00:16Z,Bellingcat.com,Pooja Chaudhuri,How India’s Ruling Party is Using AI to Boost Hate Speech in States Near Bangladesh,"The video posted by a state branch of India’s ruling Bharatiya Janata Party (BJP) showed Assam chief minister Himanta Biswa Sarma shooting an image of two men in Muslim skull caps. “Foreigner-free Assam”, read one caption across the video. “Why did you not go…",The video posted by a state branch of Indias ruling Bharatiya Janata Party (BJP) showed Assam chief minister Himanta Biswa Sarma shooting an image of two men in Muslim skull caps. Foreigner-free Assa… [+13881 chars],https://www.bellingcat.com/news/2026/03/31/india-bjp-hate-speech-ai/
META,2026-03-31T12:11:00Z,GlobeNewswire,Research and Markets,Neural Network Software Market Trends and Strategies 2026-2030 & 2035,"The market presents opportunities in digital transformation, deep learning, real-time analytics, and AI-driven optimization The market presents opportunities in digital transformation, deep learning, real-time analytics, and AI-driven optimization","Dublin, March 31, 2026 (GLOBE NEWSWIRE) -- The ""Neural Network Software Market Report 2026"" has been added to ResearchAndMarkets.com's offering.
The neural network software market is witnessing robu… [+7115 chars]",https://www.globenewswire.com/news-release/2026/03/31/3265484/28124/en/Neural-Network-Software-Market-Trends-and-Strategies-2026-2030-2035.html
META,2026-03-31T12:06:17Z,Financial Post,Bloomberg News,Wild Charts Show Pain Points in S&P 500’s Worst Month Since 2022,"Tech megacaps entered a correction, oil prices broke out, big-money funds retreated and small-lot investors showed waning conviction in buying the dip. While the war in Iran that triggered all that didn’t end a three-year bull run in US equities, it is shakin…","(Bloomberg) Tech megacaps entered a correction, oil prices broke out, big-money funds retreated and small-lot investors showed waning conviction in buying the dip. While the war in Iran that triggere… [+5092 chars]",https://financialpost.com/pmn/business-pmn/wild-charts-show-pain-points-in-sp-500s-worst-month-since-2022
META,2026-03-31T12:00:00Z,ExchangeWire,Aimee Newell Tarín,Regulating Social Media: Where do we go from here?,"We examine the harmful nature of social media platforms today, which are designed for addiction and prioritise engagement at any cost. As countries around We examine the harmful nature of social media platforms today, which are designed for addiction and prio…","We examine the harmful nature of social media platforms today, which are designed for addiction and prioritise engagement at any cost. As countries around the globe move to impose restrictions on chi… [+10982 chars]",https://www.exchangewire.com/blog/2026/03/31/regulating-social-media-where-do-we-go-from-here/
META,2026-03-31T11:45:37Z,Financial Post,Bloomberg News,‘Uninvestable’ Super Micro Sends Investors Racing to the Exits,"On paper, Super Micro Computer Inc. is the type of company that Wall Street can’t get enough of, with soaring sales, an enviable list of partners like Nvidia Corp. and its placement at the center of the artificial intelligence boom.","There is a short list of major players when it comes to AI servers, and Super Micro is on that short list, said Hendi Susanto , a portfolio manager at Gabelli Funds, which holds shares in its Gabelli… [+3983 chars]",https://financialpost.com/pmn/business-pmn/uninvestable-super-micro-sends-investors-racing-to-the-exits
META,2026-03-31T11:23:44Z,Independent.ie,Michaela Cabrera,French Senate debates social media ban for children under 15,"French senators vote on Tuesday on a draft law that aims to ban social media access for children under the age of 15, joining countries around the world in considering a move unpopular with many teenagers but supported by some parents and teachers.","French senators vote on Tuesday on a draft law that aims to ban social media access for children under the age of 15, joining countries around the world in considering a move unpopular with many teen… [+2200 chars]",https://www.independent.ie/world-news/europe/french-senate-debates-social-media-ban-for-children-under-15/a1736121378.html
META,2026-03-31T11:22:11Z,MediaNama.com,Azdhan,Draft IT Rules Explained: Your news post on social media could now fall under MIB’s oversight. Here’s What it means:,"India’s draft IT Rules amendment proposes expanding MIB oversight to user content, empowering IDC suo motu reviews, tightening platform liability via advisories, and extending data retention beyond 180 days.
The post Draft IT Rules Explained: Your news post o…","Access the important documents here:
The Ministry of Electronics and Information Technology (MeitY) released a draft on 30 March 2026 to amend the Information Technology (Intermediary Guidelines and… [+9824 chars]",https://www.medianama.com/2026/03/223-draft-it-rules-explained-news-post-social-media-fall-under-mibs-oversight-heres-what-means/
META,2026-03-31T10:40:08Z,Road to VR,Scott Hayden,"Virtual Hangout ‘Rec Room’ is Permanently Closing in June, Assets Reportedly Acquired by Snap","Rec Room, one of VR’s most prominent social platforms, is shutting down in June, with its creators noting they “never quite figured out how to make Rec Room a sustainably profitable business.” According to a GeekWire report (via Skarred Ghost), Snap has acqui…","Rec Room, one of VR’s most prominent social platforms, is shutting down in June, with its creators noting they “never quite figured out how to make Rec Room a sustainably profitable business.” Accord… [+4065 chars]",https://www.roadtovr.com/rec-room-shutdown-snap-acquisition-2026/
META,2026-03-31T10:32:17Z,The Times of India,Reuters,"Indonesia summons Meta and Google over non-compliance with child social media curbs, minister says","In a bold move, Indonesia has called on representatives from Meta and Google due to new regulations targeting social media use among children under 16. The government has categorized these platforms as high-risk and mandates that companies shut down accounts …","Indonesia summoned officials from Meta and Google over non-compliance with social media restrictions for children under 16 that went into full effect last week, a minister said in a video statement p… [+1691 chars]",https://economictimes.indiatimes.com/tech/technology/indonesia-summons-meta-and-google-over-non-compliance-with-child-social-media-curbs-minister-says/articleshow/129922945.cms
META,2026-03-31T10:21:22Z,CNA,,Analysis:US tech stocks struggle for safe haven appeal in Iran market fallout,"NEW YORK, March 31 : Technology shares are struggling to act as safe havens in the turbulence wrought by the Iran conflict - and that could be a big problem for the broader U.S. stock market.Tech and other megacap tech-related stocks have led U.S. equity inde…","NEW YORK, March 31 : Technology shares are struggling to act as safe havens in the turbulence wrought by the Iran conflict - and that could be a big problem for the broader U.S. stock market.
Tech a… [+5007 chars]",https://www.channelnewsasia.com/business/analysisus-tech-stocks-struggle-safe-haven-appeal-in-iran-market-fallout-6028211
META,2026-03-31T10:01:02Z,ZDNet,Charlie Osborne,"Proton Workspace boasts privacy-first alternative to Google, Microsoft","Available today, the VPN provider's productivity suite also includes Proton Meet for end-to-end encrypted video conferencing.","Proton
Follow ZDNET: Add us as a preferred source on Google.
ZDNET's key takeaways
<ul><li>Proton Workspace is billed as a 'private alternative' to Google and Microsoft productivity suites.</li><l… [+6376 chars]",https://www.zdnet.com/article/proton-workspace-boasts-privacy-first-alternative-to-google-microsoft/
META,2026-03-31T10:00:00Z,New York Post,Michaeleen Doucleff,My tween was sucked in by the addictive power of screen time — but this solution has brought her true joy and our family closer than ever,"We allowed her about one to two hours of screen time each night, starting at age 7. But over time, we struggled harder and harder to pull her off video-streaming apps.","For the first time in history, social media companies have been found guilty of harming the mental health of a young person. 
Last week, jurors in Los Angeles concluded that both Meta and Google kno… [+6818 chars]",https://nypost.com/2026/03/31/lifestyle/my-tween-was-sucked-in-by-the-addictive-power-of-screen-time-but-this-solution-has-brought-her-true-joy-and-our-family-closer-than-ever/
META,2026-03-31T10:00:00Z,Digiday,Ronan Shields,"Ad Tech Briefing: Criteo makes self-serve push with GO, targeting SMB growth","Criteo's launch of Go represents the France-based ad tech company's sustained approach to SMBs, and a bid to take business from Amazon.",This Ad Tech Briefing covers the latest in ad tech and platforms for Digiday+ members and is distributed over email every Tuesday at 10 a.m. ET. More from the series →Criteo is widening access to its… [+6597 chars],http://digiday.com/media-buying/ad-tech-briefing-criteo-makes-self-serve-push-with-go-targeting-smb-growth/
META,2026-03-31T10:00:00Z,Ewtnnews.com,Amira Abuzeid,Plaintiff discusses landmark settlement curbing government social media censorship,"Dr. Aaron Kheriaty spoke with EWTN News about the precedent-setting outcome of the Missouri v. Biden case, which restricts government agencies from censoring the plaintiffs’ free speech.","In an exclusive interview with EWTN News, Dr. Aaron Kheriaty, a plaintiff in last weeks landmark settlement in the Missouri v. Biden case, described it as a hard-fought victory that sets an important… [+7153 chars]",https://www.ewtnnews.com/world/us/plaintiff-discusses-landmark-settlement-curbing-government-social-media-censorship
META,2026-03-31T10:00:00Z,GlobeNewswire,"STACK Infrastructure, Inc.","STACK Infrastructure Announces New Executive Appointments, Expands Management Team","Appointments reflect STACK’s commitment to deepening client partnerships, delivering creative solutions, and continuing effective engagement with communities Appointments reflect STACK’s commitment to deepening client partnerships, delivering creative solutio…","DENVER, March 31, 2026 (GLOBE NEWSWIRE) -- STACK Infrastructure (STACK), the digital infrastructure partner to the worlds most innovative companies and a leading global developer and operator of data… [+6174 chars]",https://www.globenewswire.com/news-release/2026/03/31/3265242/0/en/STACK-Infrastructure-Announces-New-Executive-Appointments-Expands-Management-Team.html
META,2026-03-31T09:50:59Z,PetaPixel,Pesala Bandara,Australia Threatens Legal Action Over Under-16 Social Media Ban Breaches,"Australia has warned it could take legal action against major social media companies, accusing them of failing to enforce a national ban on users under 16 and allowing children to remain on their platforms.
[Read More]","Australia has warned it could take legal action against major social media companies, accusing them of failing to enforce a national ban on users under 16 and allowing children to remain on their pla… [+2362 chars]",https://petapixel.com/2026/03/31/australia-threatens-legal-action-over-under-16-social-media-ban-breaches/
META,2026-03-31T09:46:01Z,Business Insider,"Daniel Geiger,Reed Alexander",10 power players behind the data center debt boom,"Wall Street is pouring billions into AI data centers. Meet the financiers from firms like Apollo, JPMorgan, and KKR funding the boom.","Three of the financiers behind the boom: Goldman Sachs' John Greenwood, SMBC's Quynh Tran, and Apollo's Joe Jackson.Goldman Sachs;SMBC; Apollo
<ul><li>The AI race is triggering a Wall Street financi… [+21130 chars]",https://www.businessinsider.com/power-players-data-center-debt-boom-goldman-apollo-smbc-kkr-2026-3
META,2026-03-31T08:27:02Z,Moneycontrol,Vaishnavi Gavankar,Instagram edits app launches Dhurandhar-themed font for reel creators,"Instagram Edits introduces a Dhurandhar-inspired font for Reels in India, letting creators tap into the film’s massive popularity, as Meta strengthens its push toward trend-driven, cinema-linked short-form content.","Instagrams standalone editing app Edits has introduced a custom Dhurandhar: The Revenge-inspired font for Reels in India, tapping directly into the massive popularity of the Ranveer Singh-starrer. Th… [+2595 chars]",https://www.moneycontrol.com/entertainment/instagram-edits-app-launches-dhurandhar-themed-font-for-reel-creators-article-13875402.html
META,2026-03-31T07:46:33Z,Yugatech.com,Anton Gabriel,Meta tests subscription features on Instagram,"Meta is testing a new subscription tier for Instagram that could give users more control and exclusive features on the...
The post Meta tests subscription features on Instagram appeared first on YugaTech | Philippines Tech News & Reviews.","Meta is testing a new subscription tier for Instagram that could give users more control and exclusive features on the platform.
The paid option, currently being tested in select countries, includes… [+939 chars]",https://www.yugatech.com/news/meta-tests-subscription-features-on-instagram/
META,2026-03-31T06:18:12Z,RTE,RTÉ News,Australia threatens to sue social media giants,"Australia has threatened to sue social media giants for allegedly flouting a ban on under-16s, as its internet regulator disclosed it is investigating some of the biggest platforms for suspected non-compliance with the world-first measure.","Australia has threatened to sue social media giants for allegedly flouting a ban on under-16s, as its internet regulator disclosed it is investigating some of the biggest platforms for suspected non-… [+3065 chars]",https://www.rte.ie/news/business/2026/0331/1566023-australia-threatens-to-sue-social-media-giants/
META,2026-03-31T06:08:33Z,The Times of India,AP,"Meta, Snapchat, TikTok and YouTube aren't fully complying with child account ban, Australia says","While 5 million Australian accounts had been deactivated, a substantial number of Australian children continued to retain accounts, create new accounts and pass platforms' age assurance systems, the report said. Courts could order fines of up to 49.5 million …","Australia's online safety watchdog said Tuesday it was considering court against Facebook, Instagram, Snapchat, TikTok and YouTube alleging they are not doing enough to keep Australian children young… [+3268 chars]",https://economictimes.indiatimes.com/tech/technology/meta-snapchat-tiktok-and-youtube-arent-fully-complying-with-child-account-ban-australia-says/articleshow/129917662.cms
META,2026-03-31T05:40:49Z,Abcnews.com,ROD MCGUIRK Associated Press,"Meta, TikTok and YouTube aren't fully complying with account ban, Australia says","Australia is considering bringing court action against Facebook, Instagram, Snapchat, TikTok and YouTube after alleging they are not doing enough to keep Australian children younger than 16 off their platforms","MELBOURNE, Australia -- Australias online safety watchdog said Tuesday it was considering court against Facebook, Instagram, Snapchat, TikTok and YouTube alleging they are not doing enough to keep Au… [+3265 chars]",https://abcnews.com/International/wireStory/meta-snapchat-tiktok-youtube-fully-complying-child-account-131565643
META,2026-03-31T05:37:09Z,seattlepi.com,"By ROD McGUIRK, Associated Press","Meta, Snapchat, TikTok and YouTube aren't fully complying with child account ban, Australia says","Australia is considering bringing court action against Facebook, Instagram, Snapchat, TikTok and YouTube after alleging they are not doing enough to keep Australian children younger than 16 off their platforms. Australia banned young children from holding acc…","A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://www.seattlepi.com/news/world/article/meta-snapchat-tiktok-and-youtube-aren-t-fully-22161307.php
META,2026-03-31T05:32:36Z,Financial Post,Bloomberg News,High-Flying Chip Stocks Bear Brunt of Iran War Risk-Off Trade,"As investors brace for a protracted conflict in the Middle East, they’re electing to sell the technology stocks that have been among the market’s biggest winners in recent months.","(Bloomberg) As investors brace for a protracted conflict in the Middle East, theyre electing to sell the technology stocks that have been among the markets biggest winners in recent months.
THIS CON… [+4845 chars]",https://financialpost.com/pmn/business-pmn/high-flying-chip-stocks-bear-brunt-of-iran-war-risk-off-trade
META,2026-03-31T04:01:00Z,Digiday,Krystal Scanlon,In graphic detail: The long road to accountability for social media platforms,"Last week's social media addiction rulings signal a fundamental shift: the platforms can now judged, not just on their content, but on how they are built and designed.","Last weeks trials marked a turning point for social media. For the first time, big tech giants were held accountable for causing harm to children and there were consequences.First, there was the New … [+4733 chars]",http://digiday.com/marketing/in-graphic-detail-the-long-road-to-accountability-for-social-media-platforms/
META,2026-03-31T03:52:51Z,Ibtimes.com.au,Joe Green,"NYT Connections Puzzle for March 31, 2026: Hints, Answers and Player Reactions to Game #1024","The New York Times' popular word association game Connections delivered another engaging brain teaser on Tuesday, March 31, 2026, with puzzle No. 1024 challenging players to link 16 words into four themed groups.","The New York Times' popular word association game Connections delivered another engaging brain teaser on Tuesday, March 31, 2026, with puzzle No. 1024 challenging players to link 16 words into four t… [+5044 chars]",https://www.ibtimes.com.au/nyt-connections-puzzle-march-31-2026-hints-answers-player-reactions-game-1024-1865034
META,2026-03-31T03:03:37Z,The Times of India,Reuters,Australia investigates tech giants over social media ban compliance,"Under the Australian law, platforms face a fine of up to A$49.5 million ($34 million) ⁠for noncompliance, and the regulator added on Tuesday they also faced ​reputational damage if found in breach of the law. Meta and Snap said they were committed to complyin…","The Australian internet regulator said it was investigating five of the biggest social media platforms for suspected breaches of its new under-16 ban, its strongest signal yet that companies may face… [+2931 chars]",https://economictimes.indiatimes.com/tech/technology/australia-investigates-tech-giants-over-social-media-ban-compliance/articleshow/129914960.cms
META,2026-03-31T02:25:29Z,CNA,,Meta testing subscription tier for Instagram,"SAN FRANCISCO: Instagram is testing a pay tier that offers features including letting subscribers discreetly view story posts that normally vanish after 24 hours, Meta told AFP on Monday (Mar 30), confirming a report by news website TechCrunch.Paying users wi…","SAN FRANCISCO: Instagram is testing a pay tier that offers features including letting subscribers discreetly view story posts that normally vanish after 24 hours, Meta told AFP on Monday (Mar 30), co… [+941 chars]",https://www.channelnewsasia.com/business/meta-testing-subscription-tier-instagram-6027191
META,2026-03-31T01:43:18Z,Theregister.com,Simon Sharwood,Surprise! Big Tech has been a bit rubbish at enforcing Australia’s kids social media ban,"Regulator ‘moving into an enforcement stance’ and investigating Meta, YouTube, TikTok and Snapchat Australia’s eSafety Commission is “moving into an enforcement stance” after finding that Meta, YouTube, TikTok and Snapchat haven’t done enough to comply with t…","Australias eSafety Commission is moving into an enforcement stance after finding that Meta, YouTube, TikTok and Snapchat havent done enough to comply with the nations social media minimum age (SMMA) … [+3829 chars]",https://www.theregister.com/2026/03/31/australian_social_media_ban_enforcement_report/
META,2026-03-31T01:34:11Z,The Conversation Africa,"Lisa M. Given, Professor of Information Sciences & Director, Social Change Enabling Impact Platform, RMIT University","Social media giants are not complying with under-16s social media ban, new report finds","eSafety is investigating Facebook, Instagram, Snapchat, TikTok and YouTube for “potential non-compliance”. But several questions about the ban remain unanswered.","There on Saturn/Pexels
Nearly four months into Australia’s social media ban for under-16s, the online regulator today released its first detailed compliance update report on how the world-first poli… [+6250 chars]",https://theconversation.com/social-media-giants-are-not-complying-with-under-16s-social-media-ban-new-report-finds-279555
META,2026-03-31T01:33:33Z,Android Authority,Brady Snyder,Meta will let you secretly watch Stories if you pay for Instagram Plus in limited test,Meta is testing an Instagram Plus subscription service that upgrades the Story experience with secret Story previews and more.,"<ul><li>Meta is testing an Instagram Plus subscription service in certain global markets, including the Philippines and Mexico.</li><li>Instagram Plus subscribers receive a handful of Story-based fea… [+3390 chars]",https://www.androidauthority.com/instagram-plus-subscription-test-3653387/
META,2026-03-31T00:37:24Z,pymnts.com,PYMNTS,Meta Tests Instagram Subscription That Offers Exclusive Features,"Meta is testing a premium subscription on Instagram that offers access to exclusive features, TechCrunch reported Monday (March 30), citing an email from the company. The Instagram Plus subscription is being tested in Mexico, Japan and the Philippines, and po…","Meta is testing a premium subscription on Instagram that offers access to exclusive features, TechCrunch reported Monday (March 30), citing an email from the company.The Instagram Plus subscription i… [+2197 chars]",https://www.pymnts.com/meta/2026/meta-tests-instagram-subscription-that-offers-exclusive-features/
META,2026-03-31T00:03:36Z,Alltoc.com,AllToc,Why is the Meta/YouTube social media ruling important? #lifestyle,"Landmark ruling targets addictive social media design A major social media addiction case has ended with a court ordering Meta and YouTube to pay damages tied to findings about how their platforms are designed. In the summary available here, a Los Angeles jur…","A major social media addiction case has ended with a court ordering Meta and YouTube to pay damages tied to findings about how their platforms are designed.
In the summary available here, a Los Ange… [+1267 chars]",https://alltoc.com/lifestyle/why-is-the-meta-youtube-social-media-ruling-important
META,2026-03-30T23:30:03Z,Yahoo Entertainment,,Meta Platforms Just Made Entergy a Top Stock to Buy... and It Pays a 2.49% Dividend,,"If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_36616cd2-c1e8-4880-a92e-c95e079b2265
META,2026-03-30T23:03:06Z,CNA,,Australia investigates tech giants over social media ban compliance,"SYDNEY, March 31 : The Australian internet regulator said it was investigating five of the biggest social media platforms for suspected breaches of its new under-16 ban, its strongest signal yet that companies may face enforcement action under a world-first r…","SYDNEY, March 31 : The Australian internet regulator said it was investigating five of the biggest social media platforms for suspected breaches of its new under-16 ban, its strongest signal yet that… [+1671 chars]",https://www.channelnewsasia.com/business/australia-investigates-tech-giants-over-social-media-ban-compliance-6026856
META,2026-03-30T23:00:00Z,New Zealand Herald,Nadia Maxwell,Jury decision shows tide turning against Facebook and YouTube,"OPINION: Last week's jury verdict was like David v Goliath, says filmmaker Nadia Maxwell.","As part of our research for the series, we carried out two experiments, one on TikTok and another on Instagram, setting up accounts as a 13-year-old girl to see what the algorithm would serve up. We … [+2829 chars]",https://www.nzherald.co.nz/nz/jury-decision-shows-tide-turning-against-facebook-and-youtube/premium/27VRSMQZ6BC4BEUVIYLDVV5QWU/
META,2026-03-30T22:29:20Z,CNBC,Paulina Likos,Jim Cramer says this sell-off is creating buying opportunities,CNBC's Jim Cramer Monday cautioned investors against dumping high-quality stocks in a market he says is being driven more by fear rather than fundamentals.,"CNBC's Jim Cramer Monday cautioned investors against dumping high-quality stocks in a market he says is being driven more by fear rather than fundamentals.
""Stocks go down for all sorts of reasons, … [+1934 chars]",https://www.cnbc.com/2026/03/30/jim-cramer-this-sell-off-is-creating-buying-opportunities.html
META,2026-03-30T22:03:02Z,Reason,"Peter Suderman, Katherine Mangu-Ward, Nick Gillespie, Matt Welch, Nick Gillespie, Author at Reason.com",You're Wrong About Social Media Being Addictive,"Plus: The Pentagon prepares for possible ground troops in Iran, a listener asks how libertarians should answer the appeal of collectivism, and ICE descends on airports.","This week, editors Peter Suderman, Katherine Mangu-Ward, Nick Gillespie, and Matt Welch discuss the recent verdicts against Meta and the growing legal and cultural push to treat social media like a h… [+2487 chars]",https://reason.com/podcast/2026/03/30/youre-wrong-about-social-media-being-addictive/
META,2026-03-30T21:27:50Z,Childrenshealthdefense.org,Jennifer O'brien,Children’s Health Defense Wins Settlement in Landmark Censorship Case,Children’s Health Defense (CHD) and the DOJ finalized a settlement in CHD’s lawsuit against key Biden administration officials accused of colluding with tech companies to censor social media content. “We brought this case years ago to challenge the Biden admi…,Childrens Health Defense (CHD) and the U.S. Department of Justice (DOJ) finalized a settlement in CHDs landmark class action censorship lawsuit against key Biden administration officials accused of c… [+5737 chars],https://childrenshealthdefense.org/defender/childrens-health-defense-wins-settlement-in-landmark-censorship-case-doj/
META,2026-03-30T19:56:37Z,Slate Magazine,Mark Joseph Stern,Last Week’s Landmark Verdicts Against Big Tech Have a Surprise Ally at the Supreme Court,There is undeniable trouble ahead for Silicon Valley.,"Sign up for Executive Dysfunction, a weekly newsletter that surfaces under-the-radar stories about what Trump is doing to the lawand how the law is pushing back.
You may have heard about last weeks … [+7981 chars]",https://slate.com/news-and-politics/2026/03/supreme-court-analysis-clarence-thomas-meta-youtube.html
META,2026-03-30T19:14:10Z,Crypto Briefing,Estefano Gomez,Meta tests Instagram Plus subscription with stealth story viewing and paid features for users,"Meta tests Instagram Plus with stealth story viewing and premium features as it expands beyond creator monetization.
The post Meta tests Instagram Plus subscription with stealth story viewing and paid features for users appeared first on Crypto Briefing.","The test introduces paid features like hidden story viewing, expanded audience controls, and boosted visibility as Meta explores new subscription revenue. Meta Platforms has begun testing a new premi… [+1954 chars]",https://cryptobriefing.com/instagram-premium-subscription-test/
META,2026-03-30T19:03:43Z,The Next Web,Ana-Maria Stanciuc,Rebellions closes $400M pre-IPO round at a $2.34B valuation,"The South Korean fabless AI chip company, backed by Samsung, SK Hynix, and Aramco, raises $650M in six months and targets Meta and xAI as US customers. Korea’s National Growth Fund chose Rebellions as its very first investment. Rebellions, the South Korean AI…","The South Korean fabless AI chip company, backed by Samsung, SK Hynix, and Aramco, raises $650M in six months and targets Meta and xAI as US customers. Koreas National Growth Fund chose Rebellions as… [+2967 chars]",https://thenextweb.com/news/rebellions-closes-400m-pre-ipo-round-at-a-2-34b-valuation/
META,2026-03-30T18:58:26Z,Yahoo Entertainment,,Meta Platforms Stock Is Firmly in Oversold Territory. Should You Buy the Dip?,,"If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_df3d7e0d-024d-41e6-bc19-406a7b58a669
META,2026-04-18T20:10:00Z,GlobeNewswire,SlimLeaf,SlimLeaf Claims Evaluated: The FitBurn Formula Using Slim Leaf Ingredients for Weight Loss,"SlimLeaf FitBurn Formula Akkermansia probiotic gut health claims, ingredient research, CFU dosing, pricing, and consumer verification guide....","Largo, FL, April 18, 2026 (GLOBE NEWSWIRE) -- This report contains affiliate links. If a purchase is made through these links, a commission may be earned at no additional cost to the buyer. This is a… [+31602 chars]",https://www.globenewswire.com/news-release/2026/04/18/3276589/0/en/SlimLeaf-Claims-Evaluated-The-FitBurn-Formula-Using-Slim-Leaf-Ingredients-for-Weight-Loss.html
META,2026-04-18T18:47:21Z,Yahoo Entertainment,Ali Ahmed,Meta Platforms (META) Expands AI Chip Deal with Broadcom,"Meta Platforms, Inc. (NASDAQ:META) is one of the 10 Unrivaled Stocks of the Next 5 Years. On April 14, Reuters reported that Meta Platforms, Inc...","Meta Platforms, Inc. (NASDAQ:META) is one of the 10 Unrivaled Stocks of the Next 5 Years. On April 14, Reuters reported that Meta Platforms, Inc. (NASDAQ:META) has expanded its partnership with Broad… [+1991 chars]",https://finance.yahoo.com/sectors/technology/articles/meta-platforms-meta-expands-ai-184721791.html
META,2026-04-18T18:00:32Z,Kevinmd.com,"Richard A. Lawhern, PhD",Why physical books matter in a social media world,"My wife and I recently spent a few days on vacation at a South Carolina beach. We took time to stroll on the sand, take naps, kick back, and read. However, in the last-minute rush to pack for our trip, I managed to leave my Kindle at home. Thus, I began the m…","My wife and I recently spent a few days on vacation at a South Carolina beach. We took time to stroll on the sand, take naps, kick back, and read. However, in the last-minute rush to pack for our tri… [+6322 chars]",https://kevinmd.com/2026/04/why-physical-books-matter-in-a-social-media-world.html
META,2026-04-18T17:49:41Z,UploadVR,James Tocchio,Sock Puppet Superstar Is The Silliest VR Game I've Ever Seen,Sock Puppet Superstars is the silliest (and funniest) VR game I've ever seen.,"Socks singing Ave Maria? Sock Puppet Superstar may be the silliest (complimentary) VR game I've ever seen. 
Sock Puppet Superstar features hand-tracking and a custom voice synthesizer built in FMOD … [+1240 chars]",https://www.uploadvr.com/sock-puppet-superstar-is-the-silliest-vr-game-ive-ever-seen/
META,2026-04-18T16:03:28Z,The Times of India,Muskan Singh,"Meta layoffs: 16,000 jobs on the line as Mark Zuckerberg plans major cuts in looming workforce shake-up","Meta is set to cut 16,000 jobs soon. The first phase begins May 20, affecting 8,000 workers. This major restructuring follows the company's strong push into Artificial Intelligence. Mark Zuckerberg's firm is reshaping its workforce for a more automated future…",Meta layoffs: A fresh wave of job cuts could soon hit the tech world. Meta Platforms is reportedly preparing for a major restructuring that may impact thousands of employees. The move signals a deepe… [+2623 chars],https://economictimes.indiatimes.com/news/international/us/meta-layoffs-16000-jobs-on-the-line-as-mark-zuckerberg-plans-major-cuts-in-looming-workforce-shake-up/articleshow/130357367.cms
META,2026-04-18T14:12:50Z,Antaranews.com,"Farhan Arda, Kuntum Khaira",Govt removes 4.1 million illegal content items to secure digital space,"The Indonesian Ministry of Communication and Digital Affairs (Kemkomdigi) has removed 4,198,606 pieces of negative content between October 20, 2024, and April ...","Jakarta (ANTARA) - The Indonesian Ministry of Communication and Digital Affairs (Kemkomdigi) has removed 4,198,606 pieces of negative content between October 20, 2024, and April 15, 2026.This extensi… [+1982 chars]",https://en.antaranews.com/news/412799/govt-removes-41-million-illegal-content-items-to-secure-digital-space
META,2026-04-18T12:43:48Z,The Times of India,Muskan Singh,"Brain drain at OpenAI: 3 top leaders leave in a single day - Sora ends, billions lost despite AI boom","Three senior OpenAI executives, including the head of Sora and former CPO, departed as the company discontinues ""side quests"" like Sora and OpenAI for Science. This continues a trend of leadership attrition as OpenAI pivots to enterprise AI, facing significan…","OpenAI is undergoing a noticeable shift, and the latest departures signal more than just routine turnover. Three senior leaders walked away on the same day, just as the company began shutting down ex… [+4412 chars]",https://economictimes.indiatimes.com/news/international/us/brain-drain-at-openai-3-top-leaders-leave-in-a-single-day-sora-ends-billions-lost-despite-ai-boom/articleshow/130353917.cms
META,2026-04-18T09:58:34Z,Digital.marketing,,Digital Commerce Digital Marketing Statistics - Adjacent eCommerce Markets Market Research Report,"The digital commerce adjacent markets are having a moment. Not a quiet one, either. Checkout optimization tools, subscription billing platforms, cross-border enablement, marketplaces, and live commerce have all moved from “nice-to-have” to core infrastructure.","1. Executive Summary
The digital commerce adjacent ecommerce markets are having a moment. Not a quiet one, either. Checkout optimization tools, subscription billing platforms, cross-border enablemen… [+75263 chars]",https://digital.marketing/blog/digital-commerce-digital-marketing
META,2026-04-18T08:52:34Z,Yahoo Entertainment,Catherine Talavera,Advanced Micro Devices Inc. (AMD) to Deepen Collaboration with France to Support AI Strategy,Advanced Micro Devices Inc. (NASDAQ:AMD) is one of the 10 Best Data Center Stocks To Buy For the Long Term. The stock registered 218.01% growth in the past...,Advanced Micro Devices Inc. (NASDAQ:AMD) is one of the 10 Best Data Center Stocks To Buy For the Long Term. The stock registered 218.01% growth in the past year and a more modest 24.52% year-to-date … [+3682 chars],https://finance.yahoo.com/sectors/technology/articles/advanced-micro-devices-inc-amd-085234448.html
META,2026-04-18T08:11:29Z,Thurrott.com,Laurent Giret,Threads is Testing Redesigned Web App With DMs Support,"Meta has started testing a redesigned web experience for Threads that brings the platform’s direct messages feature to the desktop.
The post Threads is Testing Redesigned Web App With DMs Support appeared first on Thurrott.com.","Meta has started testing a redesigned web experience for Threads that brings the platforms direct messages feature to the desktop. Threads added support for direct messages on mobile last year, and t… [+1279 chars]",https://www.thurrott.com/cloud/335074/threads-is-testing-redesigned-web-app-with-dms-support
